video_id,trending_date,title,channel_title,category_id,views,likes,dislikes,comment_count
dmFn1A969MI,17.01.12,Hyderabad: Ivanka Trump Energetic Speech Live From HICC | Global Entrepreneurship Summit,RAJ NEWS Telugu,25,117893,764,47,83
q7mW4qiuiho,18.24.01,Ranee | Full Ep 816 22nd Jan 2018 | Odia Serial - TarangTV,Tarang TV,24,116027,338,64,31
AO3Uak4y84M,18.29.03,TDP | EP06 - THE MAGIC TRICK | RishhSome ft. Aayushi Rana,Rishhsome,23,550210,39893,1646,2600
VPcH9OXjzqo,17.19.11,"Dangerous Khiladi 6 (Doosukeltha) 2017 Official Teaser | Vishnu Manchu, Lavanya Tripathi",Goldmines Telefilms,1,266225,2796,212,213
py2Z-UNKtes,18.15.05,Kambi | Mohabbat (Official Video) | New Song 2018 | Speed Records,Speed Records,10,4721429,143565,4176,9190
5gWsGXJTuPQ,18.04.06,"Sembarathi - Episode 165  - June 04, 2018 - Preview",Ditto TV,24,558202,2219,170,206
2XAH4E1HwLM,18.28.02,శ్రీదేవి డెత్ మిస్టరీ || బోనీ మొదటి భార్య పిల్లల వ్యవహారమే కారణమా? || Sridevi death - TV9,TV9 Live,25,75502,211,76,42
Tt4Bh1oA4_U,18.01.01,કિંજલ દવે ગાયું સલમાન ખાનનું ગીત || Kinjal Dave Song,Gujrati Beats,24,56135,198,238,32
SbrOMrjhyvI,18.11.06,"SERENITY Official Trailer (2018) Matthew McConaughey, Anne Hathaway Movie HD",ONE Media,1,4238781,27641,3051,3491
ny__LB_WFfI,18.18.05,ग्राफिक्स के जरिए जानिए वाराणसी में फ्लाईओवर का हिस्सा कैसे गिरा | ABP News Hindi,ABP NEWS HINDI,22,798936,2671,1287,780
3tCBIDzF34M,18.04.03,How Students Study For Exams | Part 1 | Jordindian,Jordindian,23,915219,50242,691,4407
ON6fCdE0XiM,18.02.03,Wlaa Wali Pagg: Anmol Gagan Maan | Desi Routz | Latest Punjabi Songs 2018,T-Series Apna Punjab,10,2607943,38542,3659,2186
VMK-oklSNOI,18.04.03,അവളൊരു പാവം കാമുകിയായിരുന്നു | KAVIL THALODUNNA  KANNEEER | IJAS KATTKAL | Shihab,Essaar Media,24,47691,685,120,182
bPfiWUK3-90,18.01.06,"X Videos - Moviebuff Sneak Peek 02 | Ajay Raj, Riya Mika | Sajo Sundar | Johan",Moviebuff Tamil,24,1124824,4254,1071,221
wYWec3Q0cdk,18.14.02,പാട്ട് കണ്ടിട്ട് മമ്മൂക്ക പറഞ്ഞത് കേട്ടോ | mammootty | oru adaar love song !,Scene Contra,22,492883,1652,619,198
U-am9AabIio,18.28.01,GURI - PUBLICITY (Full Song) Dj Flow | Satti Dhillon | Latest Punjabi Songs 2018 | Geet MP3,Geet MP3,10,2813396,116600,3819,8100
nrnXxgDMcvE,18.22.04,మెగా ఫ్యామిలీ దీక్ష| Pawan Kalyan At Film Chamber | Allu Arjun | Nagababu | Chiranjeevi | Adya Media,Adya Media,24,147649,693,102,40
xjEczPCsmqA,18.26.01,MUGAMOODI EPI 04 | AANDAL  ATHIYAYAM | MADRAS CENTRAL,Madras Central,24,664352,32599,1633,2331
zHKg_GY57M0,18.04.04,"Sembarathi - Episode 120 - April 02, 2018 - Best Scene",zeetamil,24,517109,1834,217,108
GtYz-CXBlXE,18.12.06,सोमवार स्पेशल भजन : शिव को जल चढ़ाता है || रंजना मिश्रा || Most Popular Bhole Baba Bhajan,Sonotek Bhakti,10,139648,615,165,70
yUs1Y-6PWgU,17.21.12,"Kundali Bhagya - कुंडली भाग्य - Episode 116  - December 19, 2017 - Webisode",zeetv,24,236605,835,156,43
Qzlv-R06dNg,18.09.06,Piya Re Official Trailer | Soham | Srabanti | Abhimanyu Mukherjee | Jeet Gannguli,Surinder Films,10,169802,5841,251,570
JUW6SxcHAxw,18.31.01,Kapil Sharma Wears Shweta's Bridal Lehenga | Comedy Circus Ka Naya Daur,SET India,24,953952,4644,595,169
wzijpVyAtf8,18.26.05,കാമുകന്റെ ലൈംഗിക സുഖത്തിന് വേണ്ടി യുവതി കാണിച്ചുകൂട്ടിയത് കണ്ടാൽ ഞെട്ടും | Malayalam News,First Show,24,375858,0,0,199
9Pa47Bj3O6k,17.15.12,Dynastic politics || Bandla Ganesh Vs Jeevan Reddy || Big News Big Debate || Rajinikanth TV9,TV9 Live,25,163778,1057,216,451
FlOZtxoKR7U,18.01.03,Bolliyan (Full Video) | Kaur B | Latest Punjabi Song 2018 | Speed Records,Speed Records,10,228943,7637,567,411
ABWzIV3o_jE,18.06.05,5 May 2018 - The Hindu Editorial News Paper Analysis - [UPSC/SSC/IBPS] Current affairs,Study IQ education,27,50153,2132,48,363
YZ5txqs-1mc,17.23.11,RK Open Debate With Tollywood Celebrities Over Nandi Awards Controversy | Part 1 | ABN Telugu,ABN Telugu,25,310944,715,1469,0
xb0iBrBG6fo,18.31.01,Weekly Reliv - Taarak Mehta Ka Ooltah Chashmah - 22nd Jan  to 26th Jan 2018 - Episode 2386 to 2390,SAB TV,24,807769,3931,666,370
9ujzgWtesy0,18.16.01,Shilpa Shinde Full Interview | Bigg Boss 11 Winner Shilpa Shinde | Exposing Bigg Boss 11,Viralbollywood,24,67735,1445,402,578
398TM4Q4Qm4,18.07.01,ગીતા રબારી આફ્રિકા જવા નીકળ્યા જુઓ એરપોર્ટ થી | geeta rabari 2017 africa tour,Mahesh Soni,22,62942,493,33,28
YBpdL9hSac4,18.19.02,Incredibles 2 - Olympics Sneak Peek,Disney•Pixar,1,23739439,409788,14340,45434
BLP-e2h1-MU,18.18.05,சந்திரலேகா | CHANDRALEKHA | Sun TV | Tamil | Mega Serial | Episode 1088 - 17th May 2018,Saregama TVShows,24,132824,669,140,63
Buml6KaNlcg,18.21.04,AIB : If Bosses Acted Like Parents,AIB Doosra,23,871813,27491,4036,960
KTl0-EqbwmY,18.26.03,It Happened In Hong Kong | Episode 2 | Hindi Digital Show | Aahana Kumra | Amol Parashar | Viu India,Viu India,24,360399,4519,320,328
ddpmYf0I0fU,18.11.05,Azhagu - Tamil Serial | அழகு | Episode 143 | Sun TV Serials | 10 May 2018 | Revathy | Vision Time,Vision Time Tamil,24,184260,966,210,174
ORXNGHQbf6M,18.09.03,Women’s Day Whatsapp Status Video | 30 Sec Womens Day Whatsapp Status,WANTED TUBER,10,59237,187,15,2
cNYwnlcjnDU,17.24.11,Smallfoot Teaser Trailer #1 (2018) | Movieclips Trailers,Movieclips Trailers,1,135872,3069,214,292
r1oIDXFjqSI,17.23.12,పవన్ కళ్యాణ్ కి నాలుగోవ భార్య గా ఉంటా అంటూ సంచలన వాక్యాలు చేసింది ఎవేరో కాదు  | Pawan kalyan,Entertainment Circle,24,64207,227,81,23
u2EdVVKlgNs,18.08.06,Types of Career Advice Girls Get feat. Ahsaas Channa | Girliyapa,Girliyapa,22,350653,22246,1201,720
zBhP2lCMS7U,18.22.01,KV in Kuwait | 2017 | ICS Kuwait,KumarVishwas,24,119444,4169,75,275
i7IjkHtoxGE,18.31.05,చంద్రబాబు జనసునామీలో కొట్టుకుపోవడం ఖాయం: సినీ నటుడు పృథ్వి,Sakshi TV,25,421540,0,0,0
sXAwqoJ-WUA,17.27.11,"LIE (2017) Full Movie in Hindi | Nithiin, Arjun, Megha Akash | Riwaz Duggal | New Release",RKD Digital,24,2916031,27977,2030,1381
2SN78FcSjPQ,18.11.05,Bollywood Worst Song Lyrics | Indian Itom,Angry Prash,23,1287615,86840,7313,9696
nINT3ga-GTM,18.14.03,காட்டுத்தீயிலிருந்து மீட்கப்பட்ட மாணவி நியூஸ்18க்கு பிரத்யேக பேட்டி,News 18 Tamilnadu,25,223782,479,73,77
sohRVnflO0w,18.14.03,Who is Escobar See Full Story - Word in Amrit maan song 2018 | LIVE RECORDS,LIVE RECORDS,10,352801,6514,312,320
0MhAoY5piug,18.20.04,ഗര്‍ഭിണിയുടെ തിരോധാനത്തിന് ഉത്തരമായി; യുവതിയെ കരുനാഗപ്പള്ളിയില്‍ കണ്ടെത്തി ​| Pregnant Lady,Manorama News,25,149608,366,49,96
kIqFpUsaJh8,18.02.04,HD VIDEO SONG TRAILER - दुलहिन गंगा पार के - MIX  Marad Hamar Bacha Ba  जवानी लेके उड़ जाई कउवा,Khesari Music World,10,628416,4554,581,520
2fEKIx04yx0,18.26.02,AIB Khelkood : FIFA 18 Tanmay VS Palash,All India Bakchod,20,641107,24235,2730,3605
iBOfGqACh3c,18.27.02,Is Dubai Police Suspecting Boney kapoor In Sridevi’s Death?,Crazy 4 Bollywood,24,324190,1495,201,274
gFiwhD8Cvsc,18.28.05,FilterCopy | Things Newly Married Couples Do | Ft. Shriya Pilgaonkar and Veer Rajwant Singh,FilterCopy,23,1779901,63370,1421,1867
NqLO0KwkRNg,17.22.11,"Sai Dharam Tej Excellent Speech @ Jawaan Movie Pre Release Event || BVS Ravi , Mehreen Pirzada",NTV Telugu,25,109003,1520,89,255
9b02gu5dlrc,18.02.02,"तुला, सिंह, मेष की लगेगी लॉटरी - चंद्र ग्रहण बनाएगा राजा",जय माँ वैष्णो देवी,22,575817,3699,746,28
17v_08294oo,18.23.04,CSK vs SRH : திக் தித்... கடைசி பந்தில் சென்னை த்ரில் வெற்றி ! ஹைதெராபாத்தை ஓடவிட்ட பிராவோ ! Rayudu,Connecting,24,25761,318,22,19
bc5BnTYRgx8,18.03.04,$10 Vegan vs. $135 Vegan,BuzzFeedVideo,22,3652312,97738,4141,13743
g1NqSbwrk-I,17.18.12,WHY TOPPERS WORK FOR FAILURES (HINDI) - EDUCATION SYSTEM !!,SeeKen,27,86046,8840,111,860
YZ2HdmBCwG4,18.01.01,ఈ రోజు  ముక్కోటి ఏకాదశి ఈ రోజు సాయంత్రం  ఈ ఒక్క నామాన్ని 11 సార్లు జపిస్తే ధన వర్షం కురుస్తుంది,local telugu,22,125554,649,113,50
Zbd2D6Tea4Q,18.17.02,"Lagira Zhala Jee - लगिरा झला जी - Episode 253  - February 15, 2018 - Webisode",zeemarathi,24,138254,426,72,20
WxJ1t3S14yo,18.12.01,NEVER JUDGE A BOOK BY ITS COVER - | ELVISH YADAV |,Elvish yadav,23,656434,111145,1675,6304
Yj_TU3fJBk4,18.25.03,Extra Jabardasth|23rd  March 2018  | Full Episode | ETV Telugu,ETV Jabardasth,22,1109020,3543,856,536
7ZfzoUwPkXc,18.01.06,சந்திரலேகா | CHANDRALEKHA | Sun TV | Tamil | Mega Serial | Episode 1100 - 31st May 2018,Saregama TVShows,24,158815,815,216,104
mHSR2WBxKXw,18.26.02,இறப்பதற்கு முன் ஸ்ரீதேவியின் கடைசி நிமிடங்கள் | Actress Sri Devi Photo before Cardiac Arrest,Next Gen,24,484267,788,298,90
D-Pp6HZYwL0,18.17.05,Sochde Nahi: Yuvraj Hans (Full Video Song) Desi Routz | Maninder Kailey | A Tru Makers,T-Series Apna Punjab,10,1304593,43146,981,1551
iWHNNkHZ4mM,18.31.03,Super Singerல் நேருக்கு நேர் மோதிக்கொண்ட செந்தில் - ராஜலட்சுமி | பரபரப்பு நிமிடங்கள்,Kollywood,24,339631,933,221,27
uSKh9adflNo,17.27.12,नया साल 2018 आने पर Sapna Chaudhary ने फ़िल्टर पाड़ दिये # Gagan Haryanvi # Latest Haryanvi Dance,Haryanvi Maina,24,3737156,18834,4001,1307
Hu0HLx-4uQU,18.17.02,"Phulpakhru - फुलपाखरु - Episode 240  - February 16, 2018 - Preview",Zee Yuva,24,69856,312,12,55
vg4s4-648pc,18.11.03,WOMEN'S DAY पर अब तक का सबसे MOTIVATIONAL VIDEO | DR VIVEK BINDRA |,Dr. Vivek Bindra: Motivational Speaker,27,338300,22793,652,1598
TPKujwGWtZo,18.22.05,LIVE NOW | Vill.Tasouli (Mohali) | Day 3 | 20 May 2018 | Dhadrianwale,Emm Pee,29,68811,2403,133,0
2jfdHA7xM84,18.28.05,'' बाबे दा '' CRAZE IN HIMACHAL (PART-2) ||FUNNY VIDEO || KANGRA BOYS 2018,Kangra Boys,23,105495,8258,237,863
ogTs9uqE-rU,18.04.04,#SixthSense This Week Promo..Saturday & Sunday at 9:30 PM on StarMaa,Star Maa,24,353952,1928,178,126
xKWUEpNrtBg,18.13.01,Shadi May Jalool Anaa / Self Declared Aashique ft. Ootpataang Productions,Irahul Vohra,23,66059,3759,155,314
6uvlWIfoKgs,18.03.02,జబర్దస్త్ దీవెన నాన్న ఎవరో తెలిస్తే మీరు అస్సలు నమ్మలేరు నిజం చూడండి,Mirchi Guru,24,20868,43,119,0
sRfp-Zlj6QY,18.23.01,Resumen de Real Betis vs FC Barcelona (0-5),LaLiga Santander,17,844058,6073,454,463
kNXZvShByPA,17.19.12,ప్రభాస్ నిహారిక పెళ్లి పై  మెగా హీరో ఫైర్  | Mega Hero Reacted On Prabhas Niharika Marriage,Garam Chai,24,1049675,1927,1299,443
BqW6YBJx3go,18.29.04,Chootay Maatay - GURI (Full Song) J Star | Satti Dhillon | Latest Punjabi Songs 2018 | Geet MP3,Geet MP3,10,5493910,125074,9643,12571
Nl7xXyFzIV0,18.04.06,SUMMER VACATION | RANDOM VIDEOS | BLACK SHEEP,Black Sheep,24,408772,22445,426,1353
2jrb73BMAGc,18.27.03,Ramcharan on Allu Arjun's naughty son! - TV9,TV9 Today,25,670521,7388,282,194
ZASCWH7oVPM,17.18.11,அவங்க கேட்டது அந்த சி.டி. மட்டும் தான் .... | Divakaran about IT raid on his premises,Nakkheeran TV,25,70360,386,110,125
wCrcbm7c_Kw,17.24.12,"കാവ്യ മിണ്ടിത്തുടങ്ങി, റിമിക്കെതിരേ | Kavya Madhavan | Rimi Tomy | Dileep | Bathroom Controversy",Kandathum Kettathum,24,225631,268,84,151
hrkLzHGwRMk,18.02.01,Types Of People During Indian Weddings PART 2,ashish chanchlani vines,23,3254878,243969,6761,18177
4ma9dZ47crw,18.01.01,Sadhguru 2017 - Year in Review,Sadhguru,26,33419,2094,12,112
BQp1O4RqwlA,18.29.04,Azhagu - Tamil Serial | அழகு | Episode 132 | Sun TV Serials | 27 April 2018 | Revathy | Vision Time,Vision Time Tamil,24,296460,925,192,79
o38WAS8ufyQ,18.01.02,1 रात लगाके देखो बालों की लम्बाई इतनी बढ़ेगी बस कटवाते रह जाओगे//Fastest HAIR GROWTH FORMULA,Ayurved Tips in Hindi,26,1138604,7639,2404,0
Lnz-b6cS7cI,17.30.11,மகள் விவகாரம் குறித்து நேரில் கேட்டபோது ஜெ. கடுமையாக கோபமடைந்தார்: சு.சுவாமி புது குண்டு- வீடியோ,Oneindia Tamil | ஒன்இந்தியா தமிழ்,25,31846,101,22,10
QMK1Pb1xugg,18.10.02,51 ವರ್ಷಗಳ ನಂತರ ಬರುವ ಮಹಾ ಶಿವರಾತ್ರಿ ದಿನ ಈ 2 ರಾಶಿಯವರು ಕೋಟ್ಯಾಧಿಪತಿ ಆಗುವುದು ಖಚಿತ! | YOYO TV Kannada Tips,YOYO TV Kannada,24,590873,2540,609,105
vY6Uf3O5uR0,18.24.02,கமலின் முதல் பொதுக்கூட்டத்தில் பொய் கூறி தடுமாறி சமாளித்தார் Kamal Hassan Madurai Speech,New Bharathi Studio,24,184027,1186,765,305
5k0jdnnxbVY,18.07.04,Chal Mohan Ranga RELEASE TRAILER | Nithiin | Megha Akash | Pawan Kalyan | Thaman | Telugu FilmNagar,Telugu Filmnagar,24,976772,7421,626,268
PgrFJxJUbLA,18.24.01,ഭാവനക്ക് വിവാഹസമ്മാനമായി മഞ്ജു നല്‍കിയത് കണ്ട് ഭാവനയുടെ കണ്ണ് നിറഞ്ഞു | Bhavana Marriage,വിശ്വാസം അതല്ലേ എല്ലാം,24,223017,269,69,0
96-hacxp-2U,18.16.04,"Kundali Bhagya - कुंडली भाग्य - Episode 198 - April 13, 2018 - Best Scene",zeetv,24,589257,1890,305,75
s-du8to_GqI,17.21.12,ജയലളിതയുടെ അന്ത്യനാളുകളുടെ വീഡിയോ | JAYALALITHAA'S HOSPITAL FOOTAGE REVEALED!,Green creation,22,35043,41,8,3
O_17JFIPgbA,18.10.03,Ishq Mein Marjawan - 8th March 2018 - इश्क़ में मरजावाँ,Colors TV,24,208566,892,116,36
8-vWm6cDnak,17.26.12,Aadhi Official Trailer  | Pranav Mohanlal | Jeethu Joseph | Goodwill Entertainments,GOODWILL ENTERTAINMENTS,24,1031763,25431,2267,1495
ubawFigGGGU,18.02.05,Baari (Full Video) Elly Mangat I Gurlez Akhtar I Latest Punjabi Songs 2018,Game Killerz Records,10,1829630,40631,2118,4325
7qxPqKnSbpE,18.23.03,Chill Mode | Dilpreet Dhillon ft. Jaggi Singh & Bhana La | Official Music Video | Humble Music,Humble Music,10,1539634,34633,2484,1848
PoJ73OXEEy0,18.03.02,BB Ki Vines- | Faisla |,BB Ki Vines,24,7778120,693534,6946,69634
1ftKP3R9DDQ,18.30.04,Sunday Suspense | Sherlock Holmes | The Man With The Twisted Lip |  Sir Arthur Conan Doyle | 98.3,Mirchi Bangla,24,52596,2386,69,398
nzQxndnaQfc,18.05.06,Tari Yaad - Mamta Soni | New Gujarati Song 2018 | Coming Soon | Jitu Yogiraj | RDC Gujarati,RDC Gujarati,10,91801,613,120,17
zMN0JR0dF4I,17.29.11,EXCLUSIVE |  Amrutha Claiming As She Is The Daughter Of Jayalalitha,News 18 Tamilnadu,25,269314,725,165,234
yFFL1we4j_Y,18.02.03,Mill Lo Na - Guri Ft. Sukhe (Full Song) Jaani | Satti Dhillon | Latest Punjabi Songs 2018 | Geet MP3,Geet MP3,10,7660097,206706,12691,15302
a839UakR1rk,18.02.02,आज का चंद्र ग्रहण भूलकर भी न करें ये 5 काम वार्ना होगी बस बर्बादी,JYOTISH BEST UPAY,22,13471,125,18,7
M9Svu5LvkrY,18.16.03,జనసేనాని ఎంట్రీ అదిరింది | Pawan Kalyan Massive Entry @ JanaSena Party Formation Day Maha Sabha,Mana Stars,24,577654,10335,813,433
6dEeGTNZdjI,18.15.02,Thrissur Style No-Egg Kinnathappam||കിണ്ണത്തപ്പം ||Celebrating 3Lakh Subscribers ||EP:303,Veena's Curryworld,26,38158,1731,148,699
aBoKCe7GHIk,18.23.01,Thaanaa Serndha Koottam - Deleted Scene | Suriya | Anirudh l Vignesh ShivN,Sony Music India,10,585579,20462,1017,666
ukroJG4tX1E,18.09.06,"Baal Veer - बाल वीर - Episode 981 - 07th June, 2018",Sony PAL,24,343437,893,211,68
GhklL_kStto,17.29.12,Vennilave Official Video Song HD | Wedding Song | Queen Malayalam Movie 2018 | Dijo Jose Antony,satyamvideos,10,216863,9741,141,529
qcjuTF7BS8E,18.05.03,Kiss Me Or Slap Me Prank On 30 Girls | Baap Of Bakchod - Raj,Baap Of Bakchod,23,1379298,47091,4790,3261
Uh-4KSnWXfM,18.17.01,Current Affairs Live  | 16th January 2018 | करंट अफेयर्स लाइव | All Competitive Exams,Mahendra Guru : Online Videos For Govt. Exams,27,23308,1403,14,180
4xJbwE-HAhg,18.21.01,MIST Romantic Malayalam Musical Album 2018| Arjun R| Hariprasad| Najeem Arshad| Aparna Balamurali,Motion Frames,24,19185,1263,52,131
Lw7OucL_k8s,18.25.01,"Bhavana Wedding Highlights; Mammootty, Lal, Celebrities Attend Grand Reception",Manorama Online,24,1167129,3483,581,333
h-amFAvKKN0,18.12.05,Semma Botha Aagathey - Official Trailer #2 | Atharvaa | Yuvan Shankar Raja | Badri Venkatesh,Yuvan Shankar Raja,1,287679,8764,252,371
kg-E_f0ykIM,18.09.03,"Kundali Bhagya - कुंडली भाग्य - Episode 170  - March 06, 2018 - Webisode",zeetv,24,1087919,4042,858,105
l5Fr5oMqTtA,18.02.02,Kuladheivam SUN TV Episode - 836 (01-02-18),THIRU TV,24,144377,548,216,77
P9IyhwSBqVU,18.20.03,25 BEST LIFE HACKS FOR YOUR GADGETS,5-Minute Crafts,26,1545912,16970,1691,935
qTU7Nr5GGHs,18.13.01,"Muddha Mandaram - Episode 979  - January 12, 2018 - Preview",zeetvtelugu,24,77229,122,10,3
OGVHmoCqVUk,18.24.01,Entertainment Ki Raat - 21st January 2018 - एंटरटेनमेंट की रात,Colors TV,24,100385,615,57,35
sFV-009AzS8,17.23.12,Akkineni Nagarjuna About Akkineni Samantha | Hello Pre Release Event | TFPC,TFPC,24,241659,1619,51,48
gu5phlkEINU,18.22.05,Social Media Star Ep 2 | Bhuvan Bam | Rajkummar Rao,Firstpost,25,651017,21099,569,870
ad_higXixRA,18.24.02,Billionaire Bill Gates Guesses Grocery Store Prices,TheEllenShow,24,8128761,117201,6344,9303
GZYDBArpHKA,17.18.11,Uppum Mulakum│Flowers│EP# 477,Flowers Comedy,24,309568,2337,229,346
QXjFt684nnM,18.02.03,শ্রীদেবীর মৃত্যুতে একি বলল প্রথম স্বামী মিঠুন চক্রবর্তী ??? মিডিয়ায় তোলপাড় !!,Reporter Jorina & Joe,24,1500767,2199,942,148
v5yDOlD2C2A,18.07.05,JOHNNY SINS IS MY BROTHER - Gautham Karthick | Movie Nights | Black Sheep,Black Sheep,24,411568,11789,596,795
kw9LUFreF94,18.06.04,BYN : The 'Bar'bie Girl,Be YouNick,23,1477761,106941,3468,5340
W5C5jcInUdU,17.24.12,Tu Aashiqui - 22nd December 2017 - तू आशिकी,Colors TV,24,154366,823,56,34
dgCU6jliBdw,17.28.12,CCL T10 Blast Final Match Live I Telugu Warriors VS Kerala strikers I Dec 25th,Celebrity Cricket League (CCL),24,466171,3525,365,100
4BEC10ORpJY,17.07.12,EVERY MEN SHOULD WATCH THIS (HINDI) - THE SELFISH GENES,SeeKen,27,245312,11577,344,856
#NAME?,18.27.01,ആദി കണ്ട ദുൽഖറിന്റെ പ്രതികരണം പ്രണവിനെ കുറിച്ച് കുഞ്ഞിക്ക പറഞ്ഞത് | Pranav | Aadhi | Dulquer Salmaan,First Show,24,107596,884,200,24
Ehgj5ZPCS04,17.25.11,Tum So Gaye The Nah? - Zakir Khan,Zakir Khan,22,2051238,57128,3290,1737
sHcDkrawVVs,17.20.11,Hina Khan Is A Disappointment Says Ex Bigg Boss Contestants Keith Sequeira And Rochelle Rao,TellyMasala,25,168000,794,120,209
Tbz7Y5-qf1o,18.06.04,Uppum Mulakum│Flowers│EP# 575,Flowers Comedy,24,456287,3571,433,624
w3SOLnmRS-c,18.06.04,Siddharth Sagar aka Selfie Mausi's mother REVEALS 'drug abuse' reason behind such behaviou,ABP ANANDA,22,317126,1260,268,372
kJzGH0PVQHQ,17.14.11,why Samantha became EMOTIONAL @ Samantha naga chaithanya marriage Reception | Filmylooks,Filmylooks,24,464015,492,293,66
UmVSUuv514g,17.15.12,உலகமாக திறமை வாய்ந்த திருடி Tamil Viral News,Tamil  Page,24,789975,1671,677,286
I6zrOCNq5wQ,18.26.02,"Phulpakhru - फुलपाखरु - Episode 248  - February 26, 2018 - Preview",Zee Yuva,24,72367,471,12,23
Cxqmu-EOdaQ,18.04.03,"Hyper (Eedo Rakam Aado Rakam) 2018 New Released Full Hindi Movie | Vishnu Manchu, Sonarika Bhadoria",Goldmines Telefilms,1,5335326,48723,3914,5596
9dhVVete86w,17.27.12,How much is 20 Rupees worth in RK Nagar? | Public Reveal on Camera! | DC 151,BehindwoodsTV,25,172075,2370,140,372
t-My3vpDBvA,18.03.04,BB Ki Vines- | Likhe Jo Khat Tujhe |,BB Ki Vines,24,8539455,618729,15093,54192
IMzcFMu0phg,17.12.12,Richie First Show Fans Reaction | Nivin Pauly | Natty | Shraddha Srinath | Lakshmi Priyaa,Tamil The Hindu,25,507585,2804,439,243
g_fR597BPTc,18.01.05,गावाकडच्या गोष्टी|भाग #25|Gavakadchya Goshti|EP#25|Marathi Web Series,Kori Pati Productions,24,327327,10571,488,1342
tX1KEIwTH6U,18.24.01,മമ്മൂട്ടിയുടെ സമ്മാനം കണ്ട് ഭാവനയും നവീനും ഞെട്ടി | Mammootty's surprise wedding gift to Bhavana,Kandathum Kettathum,24,86623,299,59,39
J5HT7ER4w_Q,18.28.03,"Priyamanaval Episode 973, 26/03/18",VikatanTV,24,857088,3239,1075,376
baBLjYz5EIs,18.17.02,Nani Awe 'అ!' Movie Public Talk|Awe Movie Public Review|Awe Movie Public Reaction/Rating|Awe Movie,Cine Talkies,24,25822,66,95,9
labueHUmNFA,18.18.01,தியேட்டர் கேட் ஏறி குதித்து ஓடிய நடிகர் சூர்யா | Actor Surya Jumps Over The Gate,News 18 Tamilnadu,25,627509,7192,717,462
ys2ktusi-4k,18.30.01,"PAWAN RAJA - Superhit Full Bhojpuri Movie 2018 - Pawan Singh, Akshara, Monalisa & Aamrapali Dubey",Wave Music,10,5377220,24611,6526,3651
y-ChG3ytFYg,18.02.01,നല്ല പ്രവർത്തി ആര് ചെയ്താലും ജനങ്ങൾ അംഗീകരിക്കും പ്രസംഗത്തിനിടെ സംഭവിച്ചത് | Malayalam Film News,Malayali Live,24,241442,5589,145,477
ge7IokXJSGo,18.04.01,Pad Man Confessions 1 | Akshay Kumar | Sonam Kapoor | Radhika Apte,KriArj Entertainment,24,58816,1138,33,41
dpf2-sB8Yxk,18.09.06,Viharayatra || Mahathalli,Mahathalli,24,418393,12881,417,1803
KN7uoyo6awM,18.28.01,Manasu Mamata | 27th January 2018 |Full Episode No 2190| ETV Telugu,etvteluguindia,24,217484,1072,209,128
HbOGNQlG1PY,17.15.12,"MS Dhoni का चमत्कारी Catch || MS Dhoni flying catch Of Perera || India vs Sri Lanka, 2nd ODI, Mohali",Daily Diary News,25,221338,5398,1348,337
i1MCCn34UoI,18.06.01,ரஜினி அரசியலை வெளுத்து வாங்கிய R J பாலாஜி,Kollywood,24,848441,12060,1663,1089
HACZRoTvxs4,17.20.11,Bigg Boss 11 Crazy Reactions | Bigg Boss EX Contestants And TV Celebrities Reaction On Bigg Boss 11,Viralbollywood,24,303163,2623,281,794
lplrTS5ONlg,17.21.11,5th day IND vs SL 1st test: Shami gets angry on Dikwela at Kolkata | Headlines Sports,Headlines Sports,17,208794,1040,177,56
Ba5Zo8Y427g,17.08.12,Every Introvert Ammayi Ever | Girl Formula | Chai Bisket,Girl Formula,24,65207,1814,84,207
O8-M3YtKU6Q,18.07.01,పోలీసులకు దొరికిన తరువాత యాంకర్ ప్రదీప్ మొదటి వీడియో | ANCHOR PRADEEP FIRST VIDEO AFTER ARREST,News Express,25,108838,1393,126,282
CJdehmJIH3U,18.06.06,DJi Ronin-S  a first look at this dope gimbal,CaseyNeistat,22,803153,31204,623,2512
0700OzToFd8,18.14.05,Family Party Video Song with English Translation | MCA Video Songs | Nani | Sai Pallavi | DSP,Mango Music,10,93634,406,62,21
L8o3KjdB0Xs,18.13.01,"പാര്‍വ്വതി, ജിമിക്കി കമ്മല്‍, പൊളിച്ചടുക്കി കലോത്സവ വേദിയിലെ മിമിക്രി കലാകാരി | കൗമുദി ടി.വി",Kaumudy,23,189464,4347,156,342
9eF8k2D5UpI,18.21.01,The Exam - Funk You,Funk You,24,228225,13839,768,784
us8e94yCFws,18.22.02,Kuladheivam SUN TV Episode - 852 (20-02-18),THIRU TV,24,242780,775,314,75
Q5pwlW1fG4U,18.23.05,Nipah Virus in Kerala - केरल में निपा वायरस से 10 लोगों की मौत - Current Affairs 2018,Study IQ education,27,149441,5976,168,370
OQkfDJ2zVNo,18.14.01,Trump Calls Non-White Countries S**tholes: The Daily Show,The Daily Show with Trevor Noah,23,2898576,52749,14777,25614
XpMRByaNzwY,18.08.06,കുട്ടിക്കാലം മുതൽ അനുഭവിച്ചത് ക്രൂര പീഡനം; അച്ഛന് ഗൂഢലക്ഷ്യം; വെളിപ്പെടുത്തലുമായി നീനു|def-neenuasha,Manorama News,25,280213,1438,229,286
